place_old;place_new;comment_fs;suffix;community;region_1;region_2;continent;variant_1;variant_2;variant_3;Source
Salisb;Salisburg;;;;;;Europe;;;;Universitätsmatrikeln
Salisbergensis;Salisberg;;;;;;Europe;;;;Universitätsmatrikeln
Salisburgensis;Salisburg;;;;;;Europe;;;;Universitätsmatrikeln
Salmbacensis;Salmbach;;;;;;Europe;;;;Universitätsmatrikeln
Salmünster;Salmünster;;;;;;Europe;;;;HassiaSuperior
Saltzigius;Saltzigius;;;;;;Europe;;;;Universitätsmatrikeln
Salzburg;Salzburg;;;;;;Europe;;;;ProfAPI
Salzig;Salzig;;;;;;Europe;;;;Universitätsmatrikeln
Salzigius;Salzigius;;;;;;Europe;;;;Universitätsmatrikeln
Salzkottena;Salzkottena;;;;;;Europe;;;;Universitätsmatrikeln
Salzkottensis/Westph;Salzkott, Westph;;;;;;Europe;;;;Universitätsmatrikeln
Sambas;Sambas;;;;;;Europe;;;;Broek
Sampit;Sampit;;;;;;Europe;;;;Broek
Sanct;Sanct;;;;;;Europe;;;;Universitätsmatrikeln
Sandeodatensis;Sandeodat;;;;;;Europe;;;;Universitätsmatrikeln
Santdorffiensis;Santdorffi;;;;;;Europe;;;;Universitätsmatrikeln
Santo;Santo;;;;;;Europe;;;;Universitätsmatrikeln
Sar;Sar;;;;;;Europe;;;;Universitätsmatrikeln
Sara;Sara;;;;;;Europe;;;;Universitätsmatrikeln
Sara-Ludovicensis;Sara-Ludovic;;;;;;Europe;;;;Universitätsmatrikeln
Saraludovicus;Saraludovicus;;;;;;Europe;;;;Universitätsmatrikeln
Sarbrucensis;Sarbruc;;;;;;Europe;;;;Universitätsmatrikeln
Sarburg;Sarburg;;;;;;Europe;;;;Universitätsmatrikeln
Sarburgensis;Sarburg;;;;;;Europe;;;;Universitätsmatrikeln
Sarburgus;Sarburgus;;;;;;Europe;;;;Universitätsmatrikeln
Sargencellanus;Sargencellanus;;;;;;Europe;;;;Universitätsmatrikeln
Sarmbsheimensis;Sarmbsheim;;;;;;Europe;;;;Universitätsmatrikeln
Sarnsheimensis;Sarnsheim;;;;;;Europe;;;;Universitätsmatrikeln
Saro-Ludovicensis;Saro-Ludovic;;;;;;Europe;;;;Universitätsmatrikeln
Sart-lez-Spa;Sart-lez-Spa;;;;;;Europe;Sart;;;G / 1667 Februar 4
Sarto;Sarto;;;;;;Europe;;;;Universitätsmatrikeln
Sauerschwabenheimensis;Sauerschwabenheim;;;;;;Europe;;;;Universitätsmatrikeln
Sauer-Schwabenheimensis;Sauer-Schwabenheim;;;;;;Europe;;;;Universitätsmatrikeln
Sauerthal;Sauerthal;;;;;;Europe;;;;Universitätsmatrikeln
Sauertheim;Sauertheim;;;;;;Europe;;;;Universitätsmatrikeln
Saulbacensis;Saulbach;;;;;;Europe;;;;Universitätsmatrikeln
Saulheim;Saulheim;;;;;;Europe;;;;Universitätsmatrikeln
Säulingen/Eichsf;Säulingen, Eichsfeld;;;;;;Europe;;;;Universitätsmatrikeln
Savoyen;Savoyen;;;;;;Europe;;;;Universitätsmatrikeln
Saxenbergerus;Sachsenbergen;;;;;;Europe;;;;Universitätsmatrikeln
Saxo;Sachsen;;;;;;Europe;;;;Universitätsmatrikeln
Saxoregius;Königreich Sachsen;;;;;;Europe;;;;Universitätsmatrikeln
Saxo-Regius;Königreich Sachsen;;;;;;Europe;;;;Universitätsmatrikeln
Saynensis/Trev;Sayn, Trev;;;;;;Europe;;;;Universitätsmatrikeln
Schadeck ;Schadeck ;;;;;;Europe;;;;HassiaSuperior
Schaken;Schaken;;;;;;Europe;;;;Universitätsmatrikeln
Schallodenbacensis;Schallodenbach;;;;;;Europe;;;;Universitätsmatrikeln
Schallotenbacensis;Schallotenbach;;;;;;Europe;;;;Universitätsmatrikeln
Schallottenbacensis;Schallottenbach;;;;;;Europe;;;;Universitätsmatrikeln
Scheid (Eifel);Scheid,  Eifel;;;;;;Europe;Scheiden;;;G / 1659 Januar 13
Scheitweilerus;Scheitweilerus;;;;;;Europe;;;;Universitätsmatrikeln
Schelken;Schelken;;;;;;Europe;;;;HassiaSuperior
Schemnitz in Ungarn;Schemnitz in Ungarn;;;;;;Europe;;;;ProfAPI
Schemniz;Schemniz;;;;;;Europe;;;;ProfAPI
Scherensis;Scher;;;;;;Europe;;;;Universitätsmatrikeln
Scheringensis;Schering;;;;;;Europe;;;;Universitätsmatrikeln
Scherzheim;Scherzheim;;;;;;Europe;;;;Universitätsmatrikeln
Scheslicensis;Scheslic;;;;;;Europe;;;;Universitätsmatrikeln
Scheurensis;Scheur;;;;;;Europe;;;;Universitätsmatrikeln
schied;schied;;;;;;Europe;;;;Universitätsmatrikeln
Schierstein;Schierstein;;;;;;Europe;;;;Universitätsmatrikeln
Schiersteinensis;Schierstein;;;;;;Europe;;;;Universitätsmatrikeln
Schimborn;Schimborn;;;;;;Europe;;;;Universitätsmatrikeln
Schippacensis;Schippac;;;;;;Europe;;;;Universitätsmatrikeln
Schlagstadianus;Schlagstad;;;;;;Europe;;;;Universitätsmatrikeln
Schlagstein;Schlagstein;;;;;;Europe;;;;Universitätsmatrikeln
Schleinseensis;Schleinse;;;;;;Europe;;;;Universitätsmatrikeln
Schleitensis;Schleit;;;;;;Europe;;;;Universitätsmatrikeln
Schleiz;Schleiz;;;;;;Europe;;;;ProfAPI
Schleswicensis;Schleswic;;;;;;Europe;;;;Universitätsmatrikeln
Schlettstadt;Schlettstadt;;;;;;Europe;;;;Universitätsmatrikeln
Schleusingen;Schleusingen;;;;;;Europe;;;;Universitätsmatrikeln
Schlichter;Schlichter;;;;;;Europe;;;;HassiaSuperior
Schliprüthen;Schliprüthen;;;;;;Europe;;;;Universitätsmatrikeln
Schlitz;Schlitz;;;;;;Europe;;;;HassiaSuperior
Schliz;Schliz;;;;;;Europe;;;;Universitätsmatrikeln
Schlizensis;Schliz;;;;;;Europe;;;;Universitätsmatrikeln
Schlo⁄;Schlo⁄;;;;;;Europe;;;;Universitätsmatrikeln
Schlosbornensis;Schlosborn;;;;;;Europe;;;;Universitätsmatrikeln
Schloss Dieburg;Schloss Dieburg;;;;;;Europe;;;;ProfAPI
Schloss und Festung Rheinfels bei St. Goar am Rhein;Schloss und Festung Rheinfels bei St. Goar am Rhein;;;;;;Europe;;;;ProfAPI
Schloss Vippach;Schloss Vippach;;;;;;Europe;;;;ProfAPI
Schloss Wahrberg bei Aurach;Schloss Wahrberg bei Aurach;;;;;;Europe;;;;ProfAPI
Schloss Weißensee;Schloss Weißensee;;;;;;Europe;;;;ProfAPI
Schlossbornensis;Schlossborn;;;;;;Europe;;;;Universitätsmatrikeln
Schlossvippach;Schlossvippach;;;;;;Europe;;;;ProfAPI
Schmeltz;Schmeltz;;;;;;Europe;;;;Universitätsmatrikeln
Schmerlebacensis;Schmerlebach;;;;;;Europe;;;;Universitätsmatrikeln
Schmittburgensis;Schmittburg;;;;;;Europe;;;;Universitätsmatrikeln
Schnaittacensis;Schnaittac;;;;;;Europe;;;;Universitätsmatrikeln
Schneeberg;Schneeberg;;;;;;Europe;;;;Universitätsmatrikeln
Schneeberg im Erzgebirge;Schneeberg im Erzgebirge;;;;;;Europe;;;;ProfAPI
Schneebergensis;Schneeberg;;;;;;Europe;;;;Universitätsmatrikeln
Schoenhrethusanus;Schoenhrethusanus;;;;;;Europe;;;;Universitätsmatrikeln
Schölkropffensis;Schölkropff;;;;;;Europe;;;;Universitätsmatrikeln
Schollotenbacensis;Schollotenbach;;;;;;Europe;;;;Universitätsmatrikeln
Schönbergensis;Schönberg;;;;;;Europe;;;;Universitätsmatrikeln
Schönmittenweg;Schönmittenweg;;;;;;Europe;;;;Universitätsmatrikeln
Schonstein;Schonstein;;;;;;Europe;;;;Universitätsmatrikeln
Schönthal;Schönthal;;;;;;Europe;;;;Universitätsmatrikeln
Schonungen;Schonungen;;;;;;Europe;;;;ProfAPI
Schornsheim;Schornsheim;;;;;;Europe;;;;Universitätsmatrikeln
Schotten;Schotten;;;;;;Europe;;;;HassiaSuperior
Schreckensis;Schreck;;;;;;Europe;;;;Universitätsmatrikeln
Schrekensis;Schrek;;;;;;Europe;;;;Universitätsmatrikeln
Schröck;Schröck;;;;;;Europe;;;;Universitätsmatrikeln
Schroeckensis;Schroeck;;;;;;Europe;;;;Universitätsmatrikeln
Schulbildung;Schulbildung;;;;;;Europe;;;;Universitätsmatrikeln
Schulenburg a. d. Leine;Schulenburg a. d. Leine;;;;;;Europe;Schulenburg (Pattensen);;;G / Kalenberg 1657 März 19 bzw. 1657 März 9
Schünberg/Taunus;Schünberg, Taunus;;;;;;Europe;;;;Universitätsmatrikeln
Schwabenheim;Schwabenheim;;;;;;Europe;;;;Universitätsmatrikeln
Schwabenheimensis;Schwabenheim;;;;;;Europe;;;;Universitätsmatrikeln
Schwabfeldensis;Schwabfeld;;;;;;Europe;;;;Universitätsmatrikeln
Schwäbisch-Gmund;Schwäbisch-Gmund;;;;;;Europe;;;;Universitätsmatrikeln
Schwäbisch-Gmünd;Schwäbisch-Gmünd;;;;;;Europe;;;;Universitätsmatrikeln
Schwabsdorf;Schwabsdorf;;;;;;Europe;;;;ProfAPI
Schwalb flu:;Schwalb,  Fluss;;;;;;Europe;;;;HassiaSuperior
Schwalbacensis;Schwalbach;;;;;;Europe;;;;Universitätsmatrikeln
Schwalbach;Schwalbach;;;;;;Europe;;;;Universitätsmatrikeln
Schwalmensis;Schwalm;;;;;;Europe;;;;Universitätsmatrikeln
Schwandorf/Pfalz-Neuburg;Schwandorf, Pfalz-Neuburg;;;;;;Europe;;;;Universitätsmatrikeln
Schwanheimensis;Schwanheim;;;;;;Europe;;;;Universitätsmatrikeln
Schwartzenborn;Schwartzenborn;;;;;;Europe;;;;HassiaSuperior
Schwartzenfels;Schwartzenfels;;;;;;Europe;;;;HassiaSuperior
Schwartzenraben;Schwartzenraben;;;;;;Europe;;;;Universitätsmatrikeln
Schwarzacensis;Schwarzac;;;;;;Europe;;;;Universitätsmatrikeln
Schwarzach;Schwarzach;;;;;;Europe;;;;Universitätsmatrikeln
Schwarzenberg;Schwarzenberg;;;;;;Europe;;;;ProfAPI
Schweden;Schweden;;;;;;Europe;;;;ProfAPI
Schweidnitz (heute: Świdnica);Schweidnitz;;;; Świdnica;;Europe;;;;ProfAPI
Schweidnitz (heute: Świdnica);Schweidnitz;;;;;;Europe;;;;Jahns/Erfurt
Schweinfurt;Schweinfurt;;;;;;Europe;;;;Universitätsmatrikeln
Schweinheimensis;Schweinheim;;;;;;Europe;;;;Universitätsmatrikeln
Schweinsberg;Schweinsberg;;;;;;Europe;;;;HassiaSuperior
Schweiz;Schweiz;;;;;;Europe;;;;ProfAPI
Schwenningen, Neckar;Schwenningen;; Neckar;;;;Europe;;;;ProfAPI
Schweppenhausen;Schweppenhausen;;;;;;Europe;;;;ProfAPI
Sebellkrippen;Sebellkrippen;;;;;;Europe;;;;HassiaSuperior
Seckingensis;Secking;;;;;;Europe;;;;Universitätsmatrikeln
Secretarius;Secretarius;;;;;;Europe;;;;Universitätsmatrikeln
Sedelensis;Sedel;;;;;;Europe;;;;Universitätsmatrikeln
Seden;Seden;;;;;;Europe;;;;HassiaSuperior
Seeheim/Hessen;Seeheim, Hessen;;;;;;Europe;;;;Universitätsmatrikeln
Seelenberg;Seelenberg;;;;;;Europe;;;;Universitätsmatrikeln
Seeligenstadianus;Seeligenstad;;;;;;Europe;;;;Universitätsmatrikeln
Seidenklingensis;Seidenkling;;;;;;Europe;;;;Universitätsmatrikeln
Seiigenstadianus;Seiigenstad;;;;;;Europe;;;;Universitätsmatrikeln
Seilingen/Eichsf;Seilingen, Eichsfeld;;;;;;Europe;;;;Universitätsmatrikeln
Sekolka;Sekolka;;;;;;Europe;;;;Universitätsmatrikeln
Selbold];Selbold];;;;;;Europe;;;;HassiaSuperior
Selestadensis;Selestad;;;;;;Europe;;;;Universitätsmatrikeln
Selestadianus;Selestad;;;;;;Europe;;;;Universitätsmatrikeln
Selestadiensis;Selestad;;;;;;Europe;;;;Universitätsmatrikeln
Seligenstadianus;Seligenstad;;;;;;Europe;;;;Universitätsmatrikeln
Seligenstadt;Seligenstadt;;;;;;Europe;;;;ProfAPI
Seligenstatt;Seligenstatt;;;;;;Europe;;;;HassiaSuperior
Seltersensis;Selters;;;;;;Europe;;;;Universitätsmatrikeln
Senheimensis;Senheim;;;;;;Europe;;;;Universitätsmatrikeln
Serckenrath;Serckenrath;;;;;;Europe;;;;Universitätsmatrikeln
Sereniss;Sereniss;;;;;;Europe;;;;Universitätsmatrikeln
Serverio;Serverio;;;;;;Europe;;;;Universitätsmatrikeln
Seslacensis;Seslac;;;;;;Europe;;;;Universitätsmatrikeln
Seßlach;Seßlach;;;;;;Europe;;;;Universitätsmatrikeln
Seßlach/Franken;Seßlach, Franken;;;;;;Europe;;;;Universitätsmatrikeln
Seubelsdorffensis;Seubelsdorff;;;;;;Europe;;;;Universitätsmatrikeln
Seuelburg/Franken;Seuelburg, Franken;;;;;;Europe;;;;Universitätsmatrikeln
Seulingen;Seulingen;;;;;;Europe;;;;Universitätsmatrikeln
Sevenüch;Sevenüch;;;;;;Europe;;;;Universitätsmatrikeln
Seybelsdorffensis;Seybelsdorff;;;;;;Europe;;;;Universitätsmatrikeln
Seylauff;Seylauff;;;;;;Europe;;;;Universitätsmatrikeln
Seylingen/Eichsf;Seylingen, Eichsf;;;;;;Europe;;;;Universitätsmatrikeln
Siat;Siat;;;;;;Europe;Seth;;;G / 1715 November 25
Siburg;Siburg;;;;;;Europe;;;;HassiaSuperior
Sickingensis;Sicking;;;;;;Europe;;;;Universitätsmatrikeln
Sieg flu: ;Sieg,  Fluss ;;;;;;Europe;;;;HassiaSuperior
Siegburgensis;Siegburg;;;;;;Europe;;;;Universitätsmatrikeln
Siegelsbach;Siegelsbach;;;;;;Europe;;;;Universitätsmatrikeln
Siegen;Siegen;;;;;;Europe;;;;ProfAPI
Siegenensis;Siegen;;;;;;Europe;;;;Universitätsmatrikeln
SiegenensisAntzhusanus;SiegenAntzhusanus;;;;;;Europe;;;;Universitätsmatrikeln
Siegensis;Sieg;;;;;;Europe;;;;Universitätsmatrikeln
Siena;Siena;;;;;;Europe;;;;ProfAPI
Sigeburgensis;Sigeburg;;;;;;Europe;;;;Universitätsmatrikeln
Sigenensis;Siegen;;;;;;Europe;;;;Universitätsmatrikeln
Sigensis;Siegen;;;;;;Europe;;;;Universitätsmatrikeln
Sigmaringen;Sigmaringen;;;;;;Europe;;;;ProfAPI
Signiacensis;Siegen;;;;;;Europe;;;;Universitätsmatrikeln
Silang;Silang;;;;;;Europe;;;;Universitätsmatrikeln
Silberhusanus;Silberhusanus;;;;;;Europe;;;;Universitätsmatrikeln
Silburgensis;Silburg;;;;;;Europe;;;;Universitätsmatrikeln
Silesius;Silesius;;;;;;Europe;;;;Universitätsmatrikeln
Simeranus;Simeranus;;;;;;Europe;;;;Universitätsmatrikeln
Simmerensis;Simmer;;;;;;Europe;;;;Universitätsmatrikeln
Simmern;Simmern;;;;;;Europe;;;;Universitätsmatrikeln
Simmersfeldensis;Simmersfeld;;;;;;Europe;;;;Universitätsmatrikeln
Simmershausen;Simmershausen;;;;;;Europe;;;;Universitätsmatrikeln
Sindelsheim;Sindelsheim;;;;;;Europe;;;;Universitätsmatrikeln
Sindlingen;Sindlingen;;;;;;Europe;;;;Universitätsmatrikeln
Sindlingen bei Jettingen;Sindlingen bei Jettingen;;;;;;Europe;;;;ProfAPI
Sindlingensis;Sindling;;;;;;Europe;;;;Universitätsmatrikeln
Singlingensis;Singling;;;;;;Europe;;;;Universitätsmatrikeln
Sinn flu:;Sinn,  Fluss;;;;;;Europe;;;;HassiaSuperior
Sintzheimensis;Sintzheim;;;;;;Europe;;;;Universitätsmatrikeln
Sittardus;Sittardus;;;;;;Europe;;;;Universitätsmatrikeln
Sitzung;Sitzung;;;;;;Europe;;;;Universitätsmatrikeln
Siversheimensis;Siversheim;;;;;;Europe;;;;Universitätsmatrikeln
Smallenbacensis;Smallenbach;;;;;;Europe;;;;Universitätsmatrikeln
Sobernheim;Sobernheim;;;;;;Europe;;;;Universitätsmatrikeln
Sobernheimensis;Sobernheim;;;;;;Europe;;;;Universitätsmatrikeln
Sodel;Sodel;;;;;;Europe;;;;HassiaSuperior
Soden;Soden;;;;;;Europe;;;;HassiaSuperior
Sohn;Sohn;;;;;;Europe;;;;Universitätsmatrikeln
Sohrensis;Sohr;;;;;;Europe;;;;Universitätsmatrikeln
Solitariensis;Solitar;;;;;;Europe;;;;Universitätsmatrikeln
Solme];Solme];;;;;;Europe;;;;HassiaSuperior
Solms;Solms;;;;;;Europe;;;;HassiaSuperior
Somborn;Somborn;;;;;;Europe;;;;Universitätsmatrikeln
Sombornensis;Somborn;;;;;;Europe;;;;Universitätsmatrikeln
Somerach;Somerach;;;;;;Europe;;;;HassiaSuperior
Someren;Someren;;;;;;Europe;;;;Universitätsmatrikeln
Somerensis;Somer;;;;;;Europe;;;;Universitätsmatrikeln
Sommerau;Sommerau;;;;;;Europe;;;;Universitätsmatrikeln
Sommeraviensis;Sommerau;;;;;;Europe;;;;Universitätsmatrikeln
Sömmerda;Sömmerda;;;;;;Europe;;;;ProfAPI
Sommereinensis;Sommerein;;;;;;Europe;;;;Universitätsmatrikeln
Sommerfeld;Sommerfeld;;;;;;Europe;;;;Universitätsmatrikeln
Sommerin;Sommerin;;;;;;Europe;;;;Universitätsmatrikeln
Sommerlocensis;Sommerloc;;;;;;Europe;;;;Universitätsmatrikeln
Sommerlochensis;Sommerloch;;;;;;Europe;;;;Universitätsmatrikeln
Somrensis;Somr;;;;;;Europe;;;;Universitätsmatrikeln
Sondershausen;Sondershausen;;;;;;Europe;;;;ProfAPI
Sontra;Sontra;;;;;;Europe;;;;ProfAPI
Sontra];Sontra];;;;;;Europe;;;;ProfAPI
Sontra];Sontra];Ableitung von Ortsnamen;;;;;Europe;;;;ProfAPI
Soredanus;Soredanus;;;;;;Europe;;;;Universitätsmatrikeln
Sörgenloch;Sörgenloch;;;;;;Europe;;;;Universitätsmatrikeln
Sosenheimensis;Sosenheim;;;;;;Europe;;;;Universitätsmatrikeln
Sossenheimensis;Sossenheim;;;;;;Europe;;;;Universitätsmatrikeln
Soumagne;Soumagne;;;;;;Europe;;;;Universitätsmatrikeln
Soumagnensis;Soumagn;;;;;;Europe;;;;Universitätsmatrikeln
Spachbruckensis;Spachbruck;;;;;;Europe;;;;Universitätsmatrikeln
Spachbrückensis;Spachbrück;;;;;;Europe;;;;Universitätsmatrikeln
Spadanus;Spadanus;;;;;;Europe;;;;Universitätsmatrikeln
Spagbruckensis;Spagbruck;;;;;;Europe;;;;Universitätsmatrikeln
Spagbrückensis;Spagbrück;;;;;;Europe;;;;Universitätsmatrikeln
Spaltensis;Spalt;;;;;;Europe;;;;Universitätsmatrikeln
Spandau;Spandau;;;;;;Europe;;;;ProfAPI
Spanien;Spanien;;;;;;Europe;;;;ProfAPI
Spanische Niederlande;Spanische Niederlande;;;;;;Europe;;;;ProfAPI
später;später;;;;;;Europe;;;;Universitätsmatrikeln
Speyer;Speyer;;;;;;Europe;;;;ProfAPI
Speyer];Speyer];;;;;;Europe;;;;ProfAPI
Speyer];Speyer];Ableitung von Ortsnamen;;;;;Europe;;;;Jahns/Erfurt
Spiesheim;Spiesheim;;;;;;Europe;;;;Universitätsmatrikeln
Spirensis;Spir;;;;;;Europe;;;;Universitätsmatrikeln
Sprendlingensis;Sprendling;;;;;;Europe;;;;Universitätsmatrikeln
Spreth;Spreth;;;;;;Europe;;;;Universitätsmatrikeln
St. Goar;St. Goar;;;;;;Europe;;;;ProfAPI
St. Leon-Rot;St. Leon-Rot;;;;;;Europe;Rot;;;G / 1670 Oktober 6
St. Pölten;St. Pölten;;;;;;Europe;;;;ProfAPI
St: Procelten;St. Procelten;;;;;;Europe;;;;HassiaSuperior
Stabulensis;Stabul;;;;;;Europe;;;;Universitätsmatrikeln
Staden;Staden;;;;;;Europe;;;;HassiaSuperior
Stadiorensis;Stadior;;;;;;Europe;;;;Universitätsmatrikeln
Stadt Worbis auf dem Eichsfelde;Stadt Worbis auf dem Eichsfelde;;;;;;Europe;;;;ProfAPI
Stadtkaplan;Stadtkaplan;;;;;;Europe;;;;Universitätsmatrikeln
Stadtlohnensis;Stadtlohn;;;;;;Europe;;;;Universitätsmatrikeln
Stadtprozeltanus;Stadtprozelten;;;;;;Europe;;;;Universitätsmatrikeln
Stadtprozelten;Stadtprozelten;;;;;;Europe;;;;Universitätsmatrikeln
Stadtprozeltensis;Stadtprozelten;;;;;;Europe;;;;Universitätsmatrikeln
Stadtworbensis;Stadtworbis;;;;;;Europe;;;;Universitätsmatrikeln
Stadtworbensis/Eichsf;Stadtworbis, Eichsfeld;;;;;;Europe;;;;Universitätsmatrikeln
Stadtworbianus;Stadtworbis;;;;;;Europe;;;;Universitätsmatrikeln
Stadtworbis;Stadtworbis;;;;;;Europe;;;;ProfAPI
Stadtworbis auf dem Eichsfelde;Stadtworbis auf dem Eichsfelde;;;;;;Europe;;;;ProfAPI
Stadtworbis im Eichsfeld;Stadtworbis im Eichsfeld;;;;;;Europe;;;;ProfAPI
Stafelsteinensis;Stafelstein;;;;;;Europe;;;;Universitätsmatrikeln
Staffelstein;Staffelstein;;;;;;Europe;;;;Universitätsmatrikeln
Staffelsteinensis;Staffelstein;;;;;;Europe;;;;Universitätsmatrikeln
Stainach-Pürgg;Stainach-Pürgg;;;;;;Europe;Pürgg;;;G / 1686 August 5
Starkenburg;Starkenburg;;;;;;Europe;;;;ProfAPI
Stattproceldensis;Stattproceld;;;;;;Europe;;;;Universitätsmatrikeln
Stattprozeltensis;Stattprozelt;;;;;;Europe;;;;Universitätsmatrikeln
Stattworbensis;Stadtworbis;;;;;;Europe;;;;Universitätsmatrikeln
Stattworbianus;Stadtworbis;;;;;;Europe;;;;Universitätsmatrikeln
Steckenrodensis;Steckenrod;;;;;;Europe;;;;Universitätsmatrikeln
StefftAnspacensis;Stefft Anspach;;;;;;Europe;;;;Universitätsmatrikeln
Stein;Stein;;;;;;Europe;;;;Universitätsmatrikeln
Steinbacensis;Steinbach;;;;;;Europe;;;;Universitätsmatrikeln
Steinbacensis/Eichsf;Steinbach, Eichsfeld;;;;;;Europe;;;;Universitätsmatrikeln
Steinbach;Steinbach;;;;;;Europe;;;;HassiaSuperior
Steinbach/Eichsf;Steinbachh, Eichsfeld;;;;;;Europe;;;;Universitätsmatrikeln
Steinbuhlensis;Steinbuhl;;;;;;Europe;;;;Universitätsmatrikeln
Steinefrenz;Steinefrenz;;;;;;Europe;;;;Universitätsmatrikeln
Steinensis;Stein;;;;;;Europe;;;;Universitätsmatrikeln
Steinfeld;Steinfeld;;;;;;Europe;;;;Universitätsmatrikeln
Steinhausensis;Steinhaus;;;;;;Europe;;;;Universitätsmatrikeln
Steinheideroda;Steinheideroda;;;;;;Europe;;;;Universitätsmatrikeln
Steinheim;Steinheim;;;;;;Europe;;;;ProfAPI
Steinheim am Main;Steinheim am Main;;;;;;Europe;;;;ProfAPI
Steinheim/Main;Steinheim, Main;;;;;;Europe;;;;Universitätsmatrikeln
Steinheimensis;Steinheim;;;;;;Europe;;;;Universitätsmatrikeln
Steinweg-Pfaffenstein;Steinweg-Pfaffenstein;;;;;;Europe;Steinweg;;;G / 1709 Juli 17
Steinwiesen;Steinwiesen;;;;;;Europe;;;;Universitätsmatrikeln
Stephanhausen;Stephanhausen;;;;;;Europe;;;;Universitätsmatrikeln
Stephani-Domianus;Stephani-Dom;;;;;;Europe;;;;Universitätsmatrikeln
Stettfeld;Stettfeld;;;;;;Europe;;;;Universitätsmatrikeln
Stettinensis;Stettin;;;;;;Europe;;;;Universitätsmatrikeln
Stierstadianus;Stierstad;;;;;;Europe;;;;Universitätsmatrikeln
STIFFT;STIFFT;;;;;;Europe;;;;HassiaSuperior
Stirstadiensis;Stirstadi;;;;;;Europe;;;;Universitätsmatrikeln
Stochemensis;Stochem;;;;;;Europe;;;;Universitätsmatrikeln
Stockach;Stockach;;;;;;Europe;;;;ProfAPI
Stockhausen ;Stockhausen ;;;;;;Europe;;;;HassiaSuperior
Stockheimensis/Westph;Stockheim, Westph;;;;;;Europe;;;;Universitätsmatrikeln
Stockholm;Stockholm;;;;;;Europe;;;;ProfAPI
Stockstadianus;Stockstadt;;;;;;Europe;;;;Universitätsmatrikeln
Stockstadiensis;Stockstadt;;;;;;Europe;;;;Universitätsmatrikeln
Stockstatt;Stockstatt;;;;;;Europe;;;;HassiaSuperior
Stolbergensis;Stolberg;;;;;;Europe;;;;Universitätsmatrikeln
Stra⁄burg;Straßburg;;;;;;Europe;;;;Universitätsmatrikeln
Stralensis;Stral;;;;;;Europe;;;;Universitätsmatrikeln
Straßburg;Straßburg;;;;;;Europe;;;;ProfAPI
Straubing;Straubing;;;;;;Europe;;;;ProfAPI
Strinz;Strinz;;;;;;Europe;;;;Universitätsmatrikeln
Stronensis;Stron;;;;;;Europe;;;;Universitätsmatrikeln
Strümpfelbrunn;Strümpfelbrunn;;;;;;Europe;Strümpfelbronn;;;G / 1682 Juni 24 bzw. 1682 Juni 14
Strutensis;Strut;;;;;;Europe;;;;Universitätsmatrikeln
Stuckhardensis;Stuckhard;;;;;;Europe;;;;Universitätsmatrikeln
Stuttgart;Stuttgart;;;;;;Europe;;;;ProfAPI
Suevia;Suevia;;;;;;Europe;;;;Universitätsmatrikeln
Suevo;Suevo;;;;;;Europe;;;;Universitätsmatrikeln
Suevo-Gamundianus;Suevo-Gamund;;;;;;Europe;;;;Universitätsmatrikeln
Suevus;Suevus;;;;;;Europe;;;;Universitätsmatrikeln
Sultz flu:;Sultz,  Fluss;;;;;;Europe;;;;HassiaSuperior
Sultzbacensis;Sultzbach;;;;;;Europe;;;;Universitätsmatrikeln
Sulz;Sulz;;;;;;Europe;;;;Universitätsmatrikeln
Sulzbacensis;Sulzbach;;;;;;Europe;;;;Universitätsmatrikeln
Sulzbach;Sulzbach;;;;;;Europe;;;;Universitätsmatrikeln
Sulzheim;Sulzheim;;;;;;Europe;;;;Universitätsmatrikeln
Sulzheimensis;Sulzheim;;;;;;Europe;;;;Universitätsmatrikeln
Susalensis;Susal;;;;;;Europe;;;;Universitätsmatrikeln
Svironiensis;Svironi;;;;;;Europe;;;;Universitätsmatrikeln
Syntaxista;Syntaxista;;;;;;Europe;;;;Universitätsmatrikeln
Syrien;Syrien;;;;;;Europe;;;;ProfAPI
Tabernensis;Tabern;;;;;;Europe;;;;Universitätsmatrikeln
Tabernesis;Taberne;;;;;;Europe;;;;Universitätsmatrikeln
Tambach im Thüringer Walde;Tambach, Thüringer Wald;;;;;;Europe;;;;ProfAPI
Tambach(-Dietharz);Tambach(-Dietharz;;;;;;Europe;;;;ProfAPI
Tanheimensis;Tanheim;;;;;;Europe;;;;Universitätsmatrikeln
Tattelheimensis;Tattelheim;;;;;;Europe;;;;Universitätsmatrikeln
Tauber flu:;Tauber,  Fluss;;;;;;Europe;;;;HassiaSuperior
Tauberbischofsheim;Tauberbischofsheim;;;;;;Europe;;;;ProfAPI
Tauber-Bischofsheim;Tauber-Bischofsheim;;;;;;Europe;;;;Universitätsmatrikeln
Tectensis;Tect;;;;;;Europe;;;;Universitätsmatrikeln
Teistungen;Teistungen;;;;;;Europe;;;;Universitätsmatrikeln
Teistungensis/;Teistungen;;;;;;Europe;;;;Universitätsmatrikeln
Temesvár;Temesvár;;;;;;Europe;;;;ProfAPI
Temeswar;Temeswar;;;;;;Europe;;;;ProfAPI
Tempiinensis;Tempiin;;;;;;Europe;;;;Universitätsmatrikeln
Tettnang in der Grafschaft Montfort;Tettnang, Grafschaft Montfort;;;;Grafschaft Montfort;;Europe;;;;ProfAPI
