place_old;place_new;comment_fs;suffix;community;region_1;region_2;continent;variant_1;variant_2;variant_3;Source
Bingen heim];Bingen heim];;;;;;Europe;;;;HassiaSuperior
Bingens;Bingen;;;;;;Europe;;;;Universitätsmatrikeln
Bingensis;Bingen;;;;;;Europe;;;;Universitätsmatrikeln
Binstadiensis;Binstadt;;;;;;Europe;;;;Universitätsmatrikeln
Bipontanus;Bipontanus;;;;;;Europe;;;;Universitätsmatrikeln
Bipontinus;Bipontinus;;;;;;Europe;;;;Universitätsmatrikeln
Birckenfeldensis;Birckenfeld;;;;;;Europe;;;;Universitätsmatrikeln
Birckungen;Birckungen;;;;;;Europe;;;;Universitätsmatrikeln
Birckungensis;Birckung;;;;;;Europe;;;;Universitätsmatrikeln
Birgelensis;Birgel;;;;;;Europe;;;;Universitätsmatrikeln
Birkungen/Eichsf;Birkungen, Eichsfeld;;;;;;Europe;;;;Universitätsmatrikeln
Birkungensis;Birkung;;;;;;Europe;;;;Universitätsmatrikeln
Birlenbacensis;Birlenbach;;;;;;Europe;;;;Universitätsmatrikeln
Birsich;Birsich;;;;;;Europe;;;;HassiaSuperior
Birstadianus;Birstad;;;;;;Europe;;;;Universitätsmatrikeln
Birstein;Birstein;;;;;;Europe;;;;HassiaSuperior
Bischbrunn/Ufr;Bischbrunn, Unterfranken;;;;;;Europe;;;;Universitätsmatrikeln
Bischbrunnensis;Bischbrunn;;;;;;Europe;;;;Universitätsmatrikeln
Bischhagensis;Bischhag;;;;;;Europe;;;;Universitätsmatrikeln
Bischofferodanus;Bischofferodanus;;;;;;Europe;;;;Universitätsmatrikeln
Bischoffiensis;Bischoffi;;;;;;Europe;;;;Universitätsmatrikeln
Bischoffsheim;Bischoffsheim;;;;;;Europe;;;;Universitätsmatrikeln
Bischoffsheim - Tauberbischofsheim;Bischoffsheim - Tauberbischofsheim;;;;;;Europe;;;;Topographia1646
Bischoffsheimensis;Bischoffsheim;;;;;;Europe;;;;Universitätsmatrikeln
Bischoffshemius;Bischoffshemius;;;;;;Europe;;;;Universitätsmatrikeln
Bischoffs-Homburg;Bischoffs-Homburg;;;;;;Europe;;;;Universitätsmatrikeln
Bischoffsteinensis;Bischoffstein;;;;;;Europe;;;;Universitätsmatrikeln
Bischofsheim;Bischofsheim;;;;;;Europe;;;;ProfAPI
Bischofsheimensis;Bischofsheim;;;;;;Europe;;;;Universitätsmatrikeln
Bischofshemius;Bischofshemius;;;;;;Europe;;;;Universitätsmatrikeln
Bissennis;Bissennis;;;;;;Europe;;;;Universitätsmatrikeln
Bitingensis;Biting;;;;;;Europe;;;;Universitätsmatrikeln
Bittesheimensis;Bittesheim;;;;;;Europe;;;;Universitätsmatrikeln
Blamont;Blamont;;;;;;Europe;;;;Universitätsmatrikeln
Blanckenburg;Blanckenburg;;;;;;Europe;;;;HassiaSuperior
Blanckenheim;Blanckenheim;;;;;;Europe;;;;Universitätsmatrikeln
Blankenbergius;Blankenbergius;;;;;;Europe;;;;Universitätsmatrikeln
Blankenhain ?];Blankenhain ?];;;;;;Europe;;;;ProfAPI
Bleidenstadianus;Bleidenstad;;;;;;Europe;;;;Universitätsmatrikeln
Bleidenstadt;Bleidenstadt;;;;;;Europe;;;;ProfAPI
Bleitenstadianus;Bleitenstad;;;;;;Europe;;;;Universitätsmatrikeln
Blessensis;Bless;;;;;;Europe;;;;Universitätsmatrikeln
Bleydenstadianus;Bleydenstad;;;;;;Europe;;;;Universitätsmatrikeln
Bliescastellanus;Bliescastellanus;;;;;;Europe;;;;Universitätsmatrikeln
Bliescatellanus;Bliescatellanus;;;;;;Europe;;;;Universitätsmatrikeln
Blieskastel;Blieskastel;;;;;;Europe;;;;Universitätsmatrikeln
Bliscastellanus;Bliscastellanus;;;;;;Europe;;;;Universitätsmatrikeln
Bobenhaußen;Bobenhaußen;;;;;;Europe;;;;HassiaSuperior
Bobenhäusten;Bobenhäusten;;;;;;Europe;;;;HassiaSuperior
Bobenheim;Bobenheim;;;;;;Europe;;;;Universitätsmatrikeln
Bochum;Bochum;;;;;;Europe;;;;ProfAPI
Bockenböliensis;Bockenböli;;;;;;Europe;;;;Universitätsmatrikeln
Bockenheimensis;Bockenheim;;;;;;Europe;;;;Universitätsmatrikeln
Böde;Böde;;;;;;Europe;;;;Universitätsmatrikeln
Bödefeldanus;Bödefeldanus;;;;;;Europe;;;;Universitätsmatrikeln
Bodenheim;Bodenheim;;;;;;Europe;;;;Universitätsmatrikeln
Bodenheimensis;Bodenheim;;;;;;Europe;;;;Universitätsmatrikeln
Bodenrodanus;Bodenrodanus;;;;;;Europe;;;;Universitätsmatrikeln
Bodenseensis;Bodense;;;;;;Europe;;;;Universitätsmatrikeln
Bodensiensis/Eichsf;Bodensi, Eichsf;;;;;;Europe;;;;Universitätsmatrikeln
Bodensis;Bod;;;;;;Europe;;;;Universitätsmatrikeln
Bodenstein;Bodenstein;;;;;;Europe;;;;Universitätsmatrikeln
Bodmann;Bodmann;;;;;;Europe;;;;Universitätsmatrikeln
Bodobriganus;Bodobriganus;;;;;;Europe;;;;Universitätsmatrikeln
BOGEN;Bogen;;;;;;Europe;;;;HassiaSuperior
Bohem;Bohem;;;;;;Europe;;;;Universitätsmatrikeln
Bohemus;Bohemus;;;;;;Europe;;;;Universitätsmatrikeln
Boisensis;Bois;;;;;;Europe;;;;Universitätsmatrikeln
Bologna;Bologna;;;;;;Europe;;;;ProfAPI
Boltenhoff;Boltenhoff;;;;;;Europe;;;;Universitätsmatrikeln
Bömbelfürstensis;Bömbelfürst;;;;;;Europe;;;;Universitätsmatrikeln
Bommersheim;Bommersheim;;;;;;Europe;;;;Universitätsmatrikeln
Bommersheimensis;Bommersheim;;;;;;Europe;;;;Universitätsmatrikeln
Bonau bei Teuchern;Bonau, Teuchern;;bei Teuchern;;;;Europe;;;;ProfAPI
Bonn;Bonn;;;;;;Europe;;;;ProfAPI
Bonn];Bonn];;;;;;Europe;;;;ProfAPI
Bonnensis;Bonn;;;;;;Europe;;;;Universitätsmatrikeln
Bonvillerus;Bonvillerus;;;;;;Europe;;;;Universitätsmatrikeln
Bopardiensis;Bopardi;;;;;;Europe;;;;Universitätsmatrikeln
Bopartiensis;Boparti;;;;;;Europe;;;;Universitätsmatrikeln
Boppard;Boppard;;;;;;Europe;Boppart;;;G / 1681 Mai 11
Boppard;Boppard;;;;;;Europe;;;;Universitätsmatrikeln
Boppardensis;Boppard;;;;;;Europe;;;;Universitätsmatrikeln
Boppardiensis;Boppardi;;;;;;Europe;;;;Universitätsmatrikeln
Boppardius;Boppardius;;;;;;Europe;;;;Universitätsmatrikeln
Boppart;Boppart;;;;;;Europe;;;;HassiaSuperior
Boppenhusanus;Boppenhusanus;;;;;;Europe;;;;Universitätsmatrikeln
Borchensis;Borch;;;;;;Europe;;;;Universitätsmatrikeln
Bormonville;Bormonville;;;;;;Europe;;;;Universitätsmatrikeln
Bornheim;Bornheim;;;;;;Europe;;;;Universitätsmatrikeln
Bornhofensis;Bornhof;;;;;;Europe;;;;Universitätsmatrikeln
Bornmersheim;Bornmersheim;;;;;;Europe;;;;Universitätsmatrikeln
Bornnersheim;Bornnersheim;;;;;;Europe;;;;Universitätsmatrikeln
Borrich;Borrich;;;;;;Europe;;;;Universitätsmatrikeln
Borse;Borse;;;;;;Europe;;;;Universitätsmatrikeln
Bortropensis;Bortrop;;;;;;Europe;;;;Universitätsmatrikeln
Böttigheim;Böttigheim;;;;;;Europe;;;;Universitätsmatrikeln
Böttinghusanus;Böttinghusanus;;;;;;Europe;;;;Universitätsmatrikeln
Bozen;Bozen;;;;;;Europe;;;;Universitätsmatrikeln
Brabant;Brabant;;;;;;Europe;;;;ProfAPI
Brabantinus;Brabantinus;;;;;;Europe;;;;Universitätsmatrikeln
Brachthausen;Brachthausen;;;;;;Europe;;;;Universitätsmatrikeln
Bracklensis;Brackl;;;;;;Europe;;;;Universitätsmatrikeln
Braculensis;Bracul;;;;;;Europe;;;;Universitätsmatrikeln
Brandenburgicus;Brandenburgicus;;;;;;Europe;;;;Universitätsmatrikeln
Brandenburgius;Brandenburgius;;;;;;Europe;;;;Universitätsmatrikeln
Brandrutensis;Brandrut;;;;;;Europe;;;;Universitätsmatrikeln
Braunensis;Braun;;;;;;Europe;;;;Universitätsmatrikeln
Braunfels;Braunfels;;;;;;Europe;;;;HassiaSuperior
Braunhusanus;Braunhusanus;;;;;;Europe;;;;Universitätsmatrikeln
Braunschweig;Braunschweig;;;;;;Europe;;;;ProfAPI
Brawbach ;Brawbach ;;;;;;Europe;;;;HassiaSuperior
Brechensis;Brech;;;;;;Europe;;;;Universitätsmatrikeln
Bregenz;Bregenz;;;;;;Europe;;;;Universitätsmatrikeln
Breiberg;Breiberg;;;;;;Europe;;;;HassiaSuperior
Breidenbacensis;Breidenbach;;;;;;Europe;;;;Universitätsmatrikeln
Breidendiel;Breidendiel;;;;;;Europe;;;;Universitätsmatrikeln
Breidenholdensis;Breidenhold;;;;;;Europe;;;;Universitätsmatrikeln
Breidenworbensis/Eichsf;Breidenworb, Eichsf;;;;;;Europe;;;;Universitätsmatrikeln
Breidenworbianus;Breidenworb;;;;;;Europe;;;;Universitätsmatrikeln
Breidenworbis;Breidenworbis;;;;;;Europe;;;;Universitätsmatrikeln
Breisach;Breisach;;;;;;Europe;;;;Universitätsmatrikeln
Breisig;Breisig;;;;;;Europe;;;;Universitätsmatrikeln
Breitenbacensis/Eichsf;Breitenbach, Eichsf;;;;;;Europe;;;;Universitätsmatrikeln
Breitenbach;Breitenbach;;;;;;Europe;;;;HassiaSuperior
Breitenbergensis;Breitenberg;;;;;;Europe;;;;Universitätsmatrikeln
Breitenbornensis;Breitenborn;;;;;;Europe;;;;Universitätsmatrikeln
Breitenbrunn;Breitenbrunn;;;;;;Europe;;;;Universitätsmatrikeln
Breitenworbensis;Breitenworb;;;;;;Europe;;;;Universitätsmatrikeln
Bremen;Bremen;;;;;;Europe;;;;ProfAPI
Bremensis;Brem;;;;;;Europe;;;;Universitätsmatrikeln
Bremensis/Eichsf;Brem, Eichsfeld;;;;;;Europe;;;;Universitätsmatrikeln
Bremthalensis;Bremthal;;;;;;Europe;;;;Universitätsmatrikeln
Brenken;Brenken;;;;;;Europe;;;;Universitätsmatrikeln
Brensched;Brensched;;;;;;Europe;;;;Universitätsmatrikeln
Breslau;Breslau;;;;;;Europe; Wrocław;;;ProfAPI
Breslau (heute: Wrocław);Breslau;;;;;;Europe; Wrocław;;;ProfAPI
Breslaviensis;Breslau;;;;;;Europe;;;;Universitätsmatrikeln
Bretlacensis;Bretlach;;;;;;Europe;;;;Universitätsmatrikeln
Bretzenheim;Bretzenheim;;;;;;Europe;;;;Universitätsmatrikeln
Bretzenheimensis;Bretzenheim;;;;;;Europe;;;;Universitätsmatrikeln
Breysig;Breysig;;;;;;Europe;;;;Universitätsmatrikeln
Brezenheim;Brezenheim;;;;;;Europe;;;;Universitätsmatrikeln
Brezenheimensis;Brezenheim;;;;;;Europe;;;;Universitätsmatrikeln
Brichenaw;Brichenaw;;;;;;Europe;;;;HassiaSuperior
Bridaliensis;Bridali;;;;;;Europe;;;;Universitätsmatrikeln
Bridellensis;Bridell;;;;;;Europe;;;;Universitätsmatrikeln
Briedern;Briedern;;;;;;Europe;;;;Universitätsmatrikeln
Brilloniensis;Brilloni;;;;;;Europe;;;;Universitätsmatrikeln
Brilon/Westf;Brilon, Westfalen;;;;;;Europe;;;;Universitätsmatrikeln
Brilonensis;Brilon;;;;;;Europe;;;;Universitätsmatrikeln
Briloniensis;Brilon, Westfalen;;;;;;Europe;;;;Universitätsmatrikeln
Brisacensis;Brisach;;;;;;Europe;;;;Universitätsmatrikeln
Brisgauius;Brisgauius;;;;;;Europe;;;;Universitätsmatrikeln
Brockaeus;Brockaeus;;;;;;Europe;;;;Universitätsmatrikeln
Brolomiensis;Brolomi;;;;;;Europe;;;;Universitätsmatrikeln
Bruchsal;Bruchsal;;;;;;Europe;;;;ProfAPI
Bruchsaliensis;Bruchsali;;;;;;Europe;;;;Universitätsmatrikeln
Bruchsellensis;Bruchsell;;;;;;Europe;;;;Universitätsmatrikeln
Brückenau;Brückenau;;;;;;Europe;;;;Universitätsmatrikeln
Bruil flu:;Bruil,  Fluss;;;;;;Europe;;;;HassiaSuperior
Brummersheimensis;Brummersheim;;;;;;Europe;;;;Universitätsmatrikeln
Brundrut;Brundrut;;;;;;Europe;;;;Universitätsmatrikeln
Brünn;Brünn;;;;;;Europe;;;;ProfAPI
Brunsvicus;Brunsvicus;;;;;;Europe;;;;Universitätsmatrikeln
Bruntrudanus;Bruntrudanus;;;;;;Europe;;;;Universitätsmatrikeln
Bruntrutanus;Bruntrutanus;;;;;;Europe;;;;Universitätsmatrikeln
Brunzellanus;Brunzellanus;;;;;;Europe;;;;Universitätsmatrikeln
Brüssel;Brüssel;;;;;;Europe;;;;Universitätsmatrikeln
Brütigius;Brütigius;;;;;;Europe;;;;Universitätsmatrikeln
Bruttiensis;Brutti;;;;;;Europe;;;;Universitätsmatrikeln
Bruttig;Bruttig;;;;;;Europe;;;;Universitätsmatrikeln
Brüttig;Brüttig;;;;;;Europe;;;;Universitätsmatrikeln
Bruxellensis;Bruxell;;;;;;Europe;;;;Universitätsmatrikeln
Bubenheimensis;Bubenheim;;;;;;Europe;;;;Universitätsmatrikeln
Buchen;Buchen;;;;;;Europe;;;;HassiaSuperior
Buchenbrücken;Buchenbrücken;;;;;;Europe;;;;Universitätsmatrikeln
Buchenensis;Buchen;;;;;;Europe;;;;Universitätsmatrikeln
Buchensis;Buch;;;;;;Europe;;;;Universitätsmatrikeln
Buchheimensis;Buchheim;;;;;;Europe;;;;Universitätsmatrikeln
Bücholdensis;Büchold;;;;;;Europe;;;;Universitätsmatrikeln
Bucholdius;Bucholdius;;;;;;Europe;;;;Universitätsmatrikeln
Bucholiensis;Bucholi;;;;;;Europe;;;;Universitätsmatrikeln
Buchtorp im Herzogtum Celle;Buchtorp, Herzogtum Celle;;;;;;Europe;;;;ProfAPI
Buckensis;Buck;;;;;;Europe;;;;Universitätsmatrikeln
Budenheimensis;Budenheim;;;;;;Europe;;;;Universitätsmatrikeln
Büdesheim;Büdesheim;;;;;;Europe;;;;Universitätsmatrikeln
Büdesheimensis;Büdesheim;;;;;;Europe;;;;Universitätsmatrikeln
Budingen;Budingen;;;;;;Europe;;;;HassiaSuperior
Büdingen;Büdingen;;;;;;Europe;;;;Universitätsmatrikeln
Budstadt;Budstadt;;;;;;Europe;;;;ProfAPI
Bullonensis;Bullon;;;;;;Europe;;;;Universitätsmatrikeln
Bullonius;Bullonius;;;;;;Europe;;;;Universitätsmatrikeln
Bulsanus;Bulsanus;;;;;;Europe;;;;Universitätsmatrikeln
Bünensis;Bün;;;;;;Europe;;;;Universitätsmatrikeln
Buranus;Buranus;;;;;;Europe;;;;Universitätsmatrikeln
Burckaurensis;Burckaur;;;;;;Europe;;;;Universitätsmatrikeln
Bürckenaviensis;Bürckenavi;;;;;;Europe;;;;Universitätsmatrikeln
Burckensis;Burck;;;;;;Europe;;;;Universitätsmatrikeln
Burckhausen;Burckhausen;;;;;;Europe;;;;HassiaSuperior
Burckheimensis;Burckheim;;;;;;Europe;;;;Universitätsmatrikeln
Bürensis;Bür;;;;;;Europe;;;;Universitätsmatrikeln
Burg Eschbach im Taunus;Burg Eschbach, Taunus;;;;;;Europe;;;;Universitätsmatrikeln
Burg Marientraut;Burg Marientraut;;;;;;Europe;Marientrauth;;;G / 1684 Januar 13
Burg Schwalbach;Burg Schwalbach;;;;;;Europe;;;;HassiaSuperior
Burgellensis;Burgell;;;;;;Europe;;;;Universitätsmatrikeln
Bürgellensis;Bürgell;;;;;;Europe;;;;Universitätsmatrikeln
Burgensis;Burg;;;;;;Europe;;;;Universitätsmatrikeln
Burghemensis;Burghem;;;;;;Europe;;;;Universitätsmatrikeln
Burgholdighusanus;Burgholdighusanus;;;;;;Europe;;;;Universitätsmatrikeln
Burgkunstadt;Burgkunstadt;;;;;;Europe;;;;Universitätsmatrikeln
Burgsinnensis;Burgsinn;;;;;;Europe;;;;Universitätsmatrikeln
Burgstadianus;Burgstad;;;;;;Europe;;;;Universitätsmatrikeln
Bürgstadianus;Bürgstad;;;;;;Europe;;;;Universitätsmatrikeln
Burgundus;Burgundus;;;;;;Europe;;;;Universitätsmatrikeln
Burgweileranus;Burgweileranus;;;;;;Europe;;;;Universitätsmatrikeln
Burmiensis;Burmi;;;;;;Europe;;;;Universitätsmatrikeln
Bürse;Bürse;;;;;;Europe;;;;Universitätsmatrikeln
Bürstadianus;Bürstad;;;;;;Europe;;;;Universitätsmatrikeln
Bürstadt;Bürstadt;;;;;;Europe;;;;ProfAPI
Buschoducensis;Buschoduc;;;;;;Europe;;;;Universitätsmatrikeln
Büttersheimensis;Büttersheim;;;;;;Europe;;;;Universitätsmatrikeln
Büttesheimensis;Büttesheim;;;;;;Europe;;;;Universitätsmatrikeln
Bütthard;Bütthard;;;;;;Europe;Bütthart;;;G / 1732 Januar 28
Buttlariensis;Buttlari;;;;;;Europe;;;;Universitätsmatrikeln
Buttstadianus;Buttstad;;;;;;Europe;;;;Universitätsmatrikeln
Buttstädt;Buttstädt;;;;;;Europe;;;;ProfAPI
Butzbacensis;Butzbach;;;;;;Europe;;;;Universitätsmatrikeln
Butzbachh;Butzbach;;;;;;Europe;;;;HassiaSuperior
Byrstadianus;Byrstad;;;;;;Europe;;;;Universitätsmatrikeln
Calbacensis;Calbach;;;;;;Europe;;;;Universitätsmatrikeln
Calcariensis;Calcari;;;;;;Europe;;;;Universitätsmatrikeln
Caldenariensis;Caldenari;;;;;;Europe;;;;Universitätsmatrikeln
Callenhartensis;Callenhart;;;;;;Europe;;;;Universitätsmatrikeln
Calmerodanus;Calmerodanus;;;;;;Europe;;;;Universitätsmatrikeln
Calmerodensis;Calmerod;;;;;;Europe;;;;Universitätsmatrikeln
Camberg;Camberg;;;;;;Europe;;;;HassiaSuperior
Cambergensis;Camberg;;;;;;Europe;;;;Universitätsmatrikeln
Camburgensis;Camburg;;;;;;Europe;;;;Universitätsmatrikeln
Camp;Camp;;;;;;Europe;;;;Universitätsmatrikeln
Campensis;Kempen;;;;;;Europe;;;;Universitätsmatrikeln
Campodunensis;Campodun;;;;;;Europe;;;;Universitätsmatrikeln
Cannensis;Cann;;;;;;Europe;;;;Universitätsmatrikeln
Canstein (Marsberg);Canstein,  Marsberg;;;;;;Europe;Kanstein;;;G / 1717 Februar 5
Cappell ;Cappell ;;;;;;Europe;;;;HassiaSuperior
Carbacensis;Carbach;;;;;;Europe;;;;Universitätsmatrikeln
Carben;Carben;;;;;;Europe;;;;HassiaSuperior
Cardonensis;Cardon;;;;;;Europe;;;;Universitätsmatrikeln
Cardoniensis;Cardoni;;;;;;Europe;;;;Universitätsmatrikeln
Carlsruhe;Carlsruhe;;;;;;Europe;;;;Universitätsmatrikeln
Carstattensis;Carstatt;;;;;;Europe;;;;Universitätsmatrikeln
Cassel;Cassel;FS: Kassel?;;;;;Europe;;;;Universitätsmatrikeln
Cassel];Cassel];FS: Kassel?;;;;;Europe;;;;HassiaSuperior
Casselanus;Casselanus;FS: Kassel?;;;;;Europe;;;;Universitätsmatrikeln
Cassellanus;Cassellanus;FS: Kassel?;;;;;Europe;;;;Universitätsmatrikeln
Cassellanus/Hessen;Cassellanus;FS: Kassel?;;;;;Europe;;;;Universitätsmatrikeln
Cassellensis;Cassell;FS: Kassel?;;;;;Europe;;;;Universitätsmatrikeln
Cassellheimensis;Cassellheim;;;;;;Europe;;;;Universitätsmatrikeln
Castaneopolitanus;Castaneopolitanus;;;;;;Europe;;;;Universitätsmatrikeln
Castel;Castel;;;;;;Europe;;;;Universitätsmatrikeln
Castel ;Castel ;;;;;;Europe;;;;HassiaSuperior
Castell;Castell;;;;;;Europe;;;;Universitätsmatrikeln
Castellanus;Kastell;;;;;;Europe;;;;Universitätsmatrikeln
Castellensis;Castell;;;;;;Europe;;;;Universitätsmatrikeln
Castro Volrats;Volrats;;;;;;Europe;;;;Universitätsmatrikeln
Catenelnbogen sic];Catenelnbogen sic];;;;;;Europe;;;;HassiaSuperior
Cattocassellanus;Cattocassellanus;;;;;;Europe;;;;Universitätsmatrikeln
CATZNELNBOGEN;CATZNELNBOGEN;;;;;;Europe;;;;HassiaSuperior
Caubensis;Caub;;;;;;Europe;;;;Universitätsmatrikeln
Caupensis;Caup;;;;;;Europe;;;;Universitätsmatrikeln
Celle;Celle;;;;;;Europe;;;;ProfAPI
Cellensis;Cell;;;;;;Europe;;;;Universitätsmatrikeln
Cellensis-Helveta;Cell-Helveta;;;;;;Europe;;;;Universitätsmatrikeln
Česká Lípa;Česká Lípa;;;;;;Europe;Böhmisch-Leipa;;;G / 1694 Dezember 7
Český Dub;Český Dub;;;;;;Europe;Böhmisch-Aicha;;;G / 1696 Februar 14
Cheneux;Cheneux;;;;;;Europe;;;;Universitätsmatrikeln
Chiniacensis;Chiniac;;;;;;Europe;;;;Universitätsmatrikeln
Cl. Erbach ;Cl. Erbach ;;;;;;Europe;;;;HassiaSuperior
Clarimontanus;Clarimontanus;;;;;;Europe;;;;Universitätsmatrikeln
Clinbergensis;Clinberg;;;;;;Europe;;;;Universitätsmatrikeln
Clingenberg;Clingenberg;;;;;;Europe;;;;Universitätsmatrikeln
Clingenbergensis;Clingenberg;;;;;;Europe;;;;Universitätsmatrikeln
Clostercellensis;Clostercell;;;;;;Europe;;;;Universitätsmatrikeln
Closterheimbacensis;Closterheimbach;;;;;;Europe;;;;Universitätsmatrikeln
Clottensis;Clott;;;;;;Europe;;;;Universitätsmatrikeln
Coblentz;Coblentz;;;;;;Europe;;;;HassiaSuperior
Coblentz ;Coblentz ;;;;;;Europe;;;;HassiaSuperior
Cobreiricensis;Cobreiric;;;;;;Europe;;;;Universitätsmatrikeln
Cocheim;Cocheim;;;;;;Europe;;;;HassiaSuperior
Cocheimensis;Cocheim;;;;;;Europe;;;;Universitätsmatrikeln
Cochem;Kochem;;;;;;Europe;Kochem;;;G / 1721 Januar 29
Cochem;Kochem;;;;;;Europe;;;;Universitätsmatrikeln
Cochemensis;Kochem;;;;;;Europe;;;;Universitätsmatrikeln
Cochemiensis;Kochem;;;;;;Europe;;;;Universitätsmatrikeln
Cochemius;Kochem;;;;;;Europe;;;;Universitätsmatrikeln
Cochenheim;Cochenheim;;;;;;Europe;;;;Universitätsmatrikeln
Cochhemensis;Cochhem;;;;;;Europe;;;;Universitätsmatrikeln
Coctheimensis;Coctheim;;;;;;Europe;;;;Universitätsmatrikeln
Coesfeld;Coesfeld;;;;;;Europe;;;;Universitätsmatrikeln
Coesfeldiacus;Coesfeld;;;;;;Europe;;;;Universitätsmatrikeln
Collichensis;Collich;;;;;;Europe;;;;Universitätsmatrikeln
Colmariensis;Colmari;;;;;;Europe;;;;Universitätsmatrikeln
Cöln;Cöln;;;;;;Europe;;;;HassiaSuperior
Colonia;Colonia;;;;;;Europe;;;;Universitätsmatrikeln
Coloniensis;Coloni;;;;;;Europe;;;;Universitätsmatrikeln
Comburg;Comburg;;;;;;Europe;;;;Universitätsmatrikeln
Comburgensis;Comburg;;;;;;Europe;;;;Universitätsmatrikeln
Condovicensis;Condovic;;;;;;Europe;;;;Universitätsmatrikeln
Confluentinus;Confluentinus;;;;;;Europe;;;;Universitätsmatrikeln
Confluus;Confluus;;;;;;Europe;;;;Universitätsmatrikeln
Conradsdorf;Conradsdorf;;;;;;Europe;;;;HassiaSuperior
Constantiensis;Konstanz;;;;;;Europe;;;;Universitätsmatrikeln
Copreiniensis;Copreini;;;;;;Europe;;;;Universitätsmatrikeln
Copurgensis;Coburg;;;;;;Europe;;;;Universitätsmatrikeln
Cornelia Monasteriensis;Corneli Münster;;;;;;Europe;;;;Universitätsmatrikeln
Cornelio-Monasteriensis;Cornelio-Monasteri;;;;;;Europe;;;;Universitätsmatrikeln
Coronae Weisenburg;Weisenburg;;;;;;Europe;;;;Universitätsmatrikeln
Costeheimensis;Costeheim;;;;;;Europe;;;;Universitätsmatrikeln
Costfeldianus;Costfeld;;;;;;Europe;;;;Universitätsmatrikeln
Costheimensis;Costheim;;;;;;Europe;;;;Universitätsmatrikeln
Couernensis;Couern;;;;;;Europe;;;;Universitätsmatrikeln
Craftelz;Craftelz;;;;;;Europe;;;;Universitätsmatrikeln
Crailsheim;Crailsheim;;;;;;Europe;;;;Universitätsmatrikeln
Cransbergensis;Cransberg;;;;;;Europe;;;;Universitätsmatrikeln
Crautheimensis;Crautheim;;;;;;Europe;;;;Universitätsmatrikeln
Creutzbarensis;Creutzbar;;;;;;Europe;;;;Universitätsmatrikeln
Creutzeberanus;Creutzeberanus;;;;;;Europe;;;;Universitätsmatrikeln
Creutz-Eberanus;Creutz-Eberanus;;;;;;Europe;;;;Universitätsmatrikeln
Creutznach;Creutznach;;;;;;Europe;;;;HassiaSuperior
Creuzberg an der Werra;Creuzberg an der Werra;;an der Werra;;;;Europe;;;;ProfAPI
Cröffanus;Cröffanus;;;;;;Europe;;;;Universitätsmatrikeln
Crombacensis;Crombac;;;;;;Europe;;;;Universitätsmatrikeln
Cronacensis;Cronac;;;;;;Europe;;;;Universitätsmatrikeln
Cronberg;Cronberg;;;;;;Europe;;;;HassiaSuperior
Cronbergensis;Cronberg;;;;;;Europe;;;;Universitätsmatrikeln
Cronebergensis;Croneberg;;;;;;Europe;;;;Universitätsmatrikeln
Cronenberg;Cronenberg;;;;;;Europe;;;;Universitätsmatrikeln
Cronenbergensis;Cronenberg;;;;;;Europe;;;;Universitätsmatrikeln
Cronweissenburgensis;Cronweissenburg;;;;;;Europe;;;;Universitätsmatrikeln
Crucenacensis;Crucenac;;;;;;Europe;;;;Universitätsmatrikeln
Crucenazens;Crucenazens;;;;;;Europe;;;;Universitätsmatrikeln
Cruci-Eberacensis;Cruci-Eberac;;;;;;Europe;;;;Universitätsmatrikeln
Crucieberanus;Crucieberanus;;;;;;Europe;;;;Universitätsmatrikeln
Cruciebranus;Cruciebranus;;;;;;Europe;;;;Universitätsmatrikeln
Crucinacensis;Crucinac;;;;;;Europe;;;;Universitätsmatrikeln
Crüfftellanus;Crüfftellanus;;;;;;Europe;;;;Universitätsmatrikeln
Crüftellanus;Crüftellanus;;;;;;Europe;;;;Universitätsmatrikeln
Crumloviensis;Crumlovi;;;;;;Europe;;;;Universitätsmatrikeln
Cruoffensis;Cruoff;;;;;;Europe;;;;Universitätsmatrikeln
Cryftelensis;Cryftel;;;;;;Europe;;;;Universitätsmatrikeln
Cusanus;Cusanus;;;;;;Europe;;;;Universitätsmatrikeln
Cutriensis;Cutri;;;;;;Europe;;;;Universitätsmatrikeln
Dachsburg;Dachsburg;;;;;;Europe;;;;Universitätsmatrikeln
Dachstein;Dachstein;;;;;;Europe;;;;Universitätsmatrikeln
Dachsteinensis;Dachstein;;;;;;Europe;;;;Universitätsmatrikeln
Dahlen;Dahlen;;;;;;Europe;;;;Universitätsmatrikeln
Dahlheimensis;Dahlheim;;;;;;Europe;;;;Universitätsmatrikeln
Dalbergensis;Dalberg;;;;;;Europe;;;;Universitätsmatrikeln
Dalemiensis;Dalemi;;;;;;Europe;;;;Universitätsmatrikeln
Dalhausanus;Dalhausanus;;;;;;Europe;;;;Universitätsmatrikeln
Dambacensis;Dambach;;;;;;Europe;;;;Universitätsmatrikeln
Damensis;Dam;;;;;;Europe;;;;Universitätsmatrikeln
Dänemark;Dänemark;;;;;;Europe;;;;ProfAPI
Dannensis;Dann;;;;;;Europe;;;;Universitätsmatrikeln
Darmstadianus;Darmstad;;;;;;Europe;;;;Universitätsmatrikeln
Darmstadt;Darmstadt;;;;;;Europe;;;;ProfAPI
Daunensis;Daun;;;;;;Europe;;;;Universitätsmatrikeln
