person_name,person_id,person_id_temporary,person_id_jgu,person_id_DigiKAR_final,person_name_variants
Johann Friedrich Edler von Stubenrauch,26,,,9065,Johann Friedrich Stubenrauch
Karl Anton Freiherr von Vorster,88,,,9065,Karl Anton von Vorster
Karl Friedrich August Philipp Freiherr von DALWIGK zu LICHTENFELS,P-036,,,9066,
Johann Friedrich Joseph Anton CRAMER von CLAUSBRUCH,P-106,,,9066,
Karl Friedrich Freiherr von Frankenstein zu Ockstadt,13,9004.0,,9067,
Karl Friedrich Freiherr von Frankenstein zu Ockstadt,9004,9004.0,,9067,
Karl Friedrich Freiherr von Frankenstein zu Ockstadt,13,,,9067,Karl Friedrich Freiherr von Frankenstein
Johann Georg Evenius,351?,,,9067,
Karl Friedrich Wilhelm Freiherr von Erthal,54,9024.0,,9068,
Karl Friedrich Wilhelm Freiherr von Erthal,9024,9024.0,,9068,
Johann Georg Jakob (Freiherr von) BORIÉ (Beaurieux) (zu SCHÖNBACH),P-008,,,9068,
Karl Friedrich Wilhelm Freiherr von Erthal,54,,,9068,Friedrich Wilhelm Freiherr von Erthal
Johann Georg Mansuet Freiherr von Bentzel,82,9041.0,,9069,Johann Georg Mansuet von Bentzel
Johann Georg Mansuet Freiherr von Bentzel,9041,9041.0,,9069,Johann Georg Mansuet von Bentzel
Karl Heinrich (Edler) von JODOCI,P-053,,,9069,
Johann Georg Mansuet Freiherr von Bentzel,82,,,9069,Johann Georg Mansuet von Bentzel
Johann Georg Mansuet Freiherr von Bentzel,82,,,9069,Georg Mansuet Freiherr von Bentzel 
Johann Georg Neureuter,73,9034.0,,9070,
Johann Georg Neureuter,9034,9034.0,,9070,
Johann Georg Reurether,73,9034.0,,9070,
Johann Georg Reurether,9034,9034.0,,9070,
Karl Kaspar (Freiherr von) HERTWICH,P-098,,,9070,
Johann Georg von Nitschke,24,9008.0,,9071,Georg von Nitschke
Johann Georg von Nitschke,9008,9008.0,,9071,Georg von Nitschke
Karl Ludwig (Freiherr von) BRANCA,P-081,,,9071,
Johann Georg von Nitschke,24,,,9071,Georg von Nitschke
Johann Hermann Joseph Franz PAPIUS (Freiherr von PAPE gen. PAPIUS),P-058,,,9072,
Karl Wilhelm Freiherr von Hagen,14,9005.0,,9073,Karl von Hagen
Karl Wilhelm Freiherr von Hagen,9005,9005.0,,9073,Karl von Hagen
Karl Wilhelm Freiherr von Hagen,14,,,9073,Karl von Hagen
Karl Wilhelm Freiherr von Hagen,14,,,9073,Karl Freiherr von Hagen
Karl Wilhelm Freiherr von Hagen,14,,,9073,Karl Wilhelm von Hagen
Johann Jakob Edler von Stubenrauch,32,9012.0,,9074,Johann Jakob Stubenrauch
Johann Jakob Edler von Stubenrauch,9012,9012.0,,9074,Johann Jakob Stubenrauch
Karl Wilhelm Friedrich (Freiherr) von KÜNSBERG,P-070,,,9074,(Künssberg)-Thurnau-Ermreuth
Johann Jakob Edler von Stubenrauch,32,,,9074,Johann Jakob Stubenrauch
Johann Jakob Edler von Stubenrauch,32,,,9074,Jakob Stubenrauch
Johann Joachim Georg (Freiherr) von MÜNCH (von/zu BELLINGHAUSEN),P-011,,,9075,
Kaspar Philipp Joseph Franz (Graf) von SPIEGEL zum DIESENBERG(-HANXLEDEN),P-087,,,9076,
Johann Kaspar von Hagen,901,9052.0,,9077,
Johann Kaspar von Hagen,9052,9052.0,,9077,
Johann Kaspar von Hagen,902,9052.0,,9077,
Lothar Franz Michael Freiherr von Erthal,45,9021.0,,9078,
Lothar Franz Michael Freiherr von Erthal,9021,9021.0,,9078,
Lothar Franz Michael Freiherr von Erthal,45,,,9078,Lothar Franz Michael Freiherr von und zu Erthal
Lothar Franz Michael Freiherr von Erthal,45,,,9078,Lothar Franz Freiherr von und zu Erthal
Lothar Karl Freiherr von Bettendorf,222,9050.0,,9079,
Lothar Karl Freiherr von Bettendorf,9050,9050.0,,9079,
Johann Mauritius Gudenus,231,,,9080,
Johann Moritz Gudenus,231,,,9080,
Johannes Moritz Gudenus,231,,,9080,
Johann Melchior CRAMER von CLAUSBRUCH,P-014,,,9081,
Johann Melchior von Birckenstock,52,9023.0,,9082,Johann Melchior Birckenstock
Johann Melchior von Birckenstock,9023,9023.0,,9082,Johann Melchior Birckenstock
Johann Melchior von Birckenstock,52,,,9082,Johann Melchior Birckenstock
Otto Heinrich (Freiherr) von GEMMINGEN-HORNBERG-Hoffenheim,P-121,,,9083,
Paul Theodor (von) ANTHONI,P-093,,,9084,Antoni
Peter Joseph Melchior (von) HOMMER,P-013,,,9085,
Philipp Ernst (Freiherr von) REUSS (genannt HABERKORN),P-074,,,9086,Reuß
Philipp Franz Freiherr Knebel von Katzenelnbogen,86,9045.0,,9087,
Philipp Franz Freiherr Knebel von Katzenelnbogen,9045,9045.0,,9087,
Philipp Franz Freiherr Knebel von Katzenelnbogen,86,,,9087,Philipp Franz Freiherr von Knebel zu Katzenelnbogen
Philipp Franz Karl Freiherr von Wambold zu Umstadt,87,9046.0,,9088,Philipp Franz Karl Freiherr von Wambold
Philipp Franz Karl Freiherr von Wambold zu Umstadt,9046,9046.0,,9088,Philipp Franz Karl Freiherr von Wambold
Philipp Franz Karl Freiherr von Wambold zu Umstadt,87,,,9088,Philipp Franz Karl Freiherr von Wambold
Philipp Franz Karl Freiherr von Wambold zu Umstadt,87,,,9088,Philipp Franz Freiherr von Wambold
Philipp Heinrich (Freiherr von) REUSS (Reuß) (genannt HABERKORN),P-023,,,9089,
Philipp Karl (von) DEEL (Edler zu DEELSBURG) (später: Freiherr DEEL von DEELSBURG),P-059,,,9090,
Philipp Moritz Gedult von Jungenfeld,10,9001.0,,9091,
Philipp Moritz Gedult von Jungenfeld,9001,9001.0,,9091,
Robert Balthasar von Milwitz,505,,,9092,
Theodor Karl Joseph Johann (Edler) de/von L'EAU,P-051,,,9093,
Theodor Wilhelm Franz zum PÜTZ,P-102,,,9094,Theodor Wilhelm Franz von PÜTZ
[Johann Rudolph] Cöler,17,,,9095,
Mauritius Bachmann,2,,,9096,Mauriz
Johann Philipp Demar,20,,,9096,
[Johann Philipp] Dehmar,20,,,9096,Dehmer
Moritz Bachmann,2,,,9096,
Ernst Ludwig Wilhelm Freiherr von Dachröden,18,,,9097,
Christian Joseph Freiherr von Benzel,6,,,9097,
Ernst Ludwig Wilhelm von Dacheröden,18,,,9097,
Mauritius Gudenus,29,,,9098,
Mauritius Gudenus,283,,,9098,
Mauritius Gudenus,28,,,9098,
Mauritius von Gudenus,29,,,9098,
Jacobus de Billstein,7,,,9098,
Gereon Molitoris,53,,,9099,
[Gereon] Molitor,53,,,9099,
Ernst Immanuel Tentzel,87,,,9100,
Ernst Emanuel Tentzel,467,,,9100,Tenzel
Ernst Emanuel Tentzel,87,,,9100,Tenzel
Ernst Christian Immanuel Tentzel,518,,,9100,Tenzel
Ernst III Tentzel,87,,,9101,
Johannes Dresanus,100,,,9102,
Johann Heinrich M. Riedel,243,,,9103,
Jakob Heinrich Langguth,263,,,9104,Languth
Johann Heinrich Schorch,550,,,9105,
Johann Schorch,550,,,9106,
Maria Joseph Graf FUGGER von DIETENHEIM,P-097,,,9181,
Johann Peter (von) ORTMANN,P-054,,,9182,
Johann Philipp Freiherr von Bettendorf,43,9019.0,,9183,
Johann Philipp Freiherr von Bettendorf,9019,9019.0,,9183,
Johann Sebastian Nikolaus Tolentinus Erasmus Judas Thaddäus (Freiherr) von ZILLERBERG,P-079,,,9184,
Valentin Ferdinand (Freiherr) von GUDENUS,P-069,,,9200,
Karl Peter Rüssel,68,9031.0,,9272,
Karl Peter Rüssel,9031,9031.0,,9272,
Johann Hugo Heinrich Franz von GAERZ (Gaertz),P-007,,,9273,
Kaspar Anton (Freiherr von) Albini,P-095,,,9275,
Johann Joseph Edler von WEINBACH,P-080,,,9276,
"Leopold Philipp Albert Adolf Erhard Graf und Freiherr GALLER zu Schwanberg, Lannach und Waldschach",P-072,,,9277,
Johann Ludwig Vollrath (von) FROHN,P-012,,,9278,
Johann Matthias (Edler von) COLL,P-006,,,9279,
Lothar von Horn,906,9057.0,,9280,
Lothar von Horn,9057,9057.0,,9280,
Johann Michael Strecker,905,9056.0,,9281,
Johann Michael Strecker,9056,9056.0,,9281,
Maximilian Joseph Anton Joseph Nepomuk (Freiherr von) MARTINI,P-056,,,9282,
